,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,Species,Family,Order
7286,7287,Spectrogram 1,1,3643.0,3643.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927035304_02447_1.wav,swth,thrush,passerine
7287,7288,Spectrogram 1,1,3643.5,3644.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927035568_03632_1.wav,swth,thrush,passerine
7288,7289,Spectrogram 1,1,3644.0,3644.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927043992_02526_1.wav,,,passerine
7289,7290,Spectrogram 1,1,3644.5,3645.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927046872_02763_1.wav,,,passerine
7290,7291,Spectrogram 1,1,3645.0,3645.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927050544_02684_1.wav,swth,thrush,passerine
7291,7292,Spectrogram 1,1,3645.5,3646.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927054935_02447_1.wav,,,passerine
7292,7293,Spectrogram 1,1,3646.0,3646.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927059040_02526_1.wav,,thrush,passerine
7293,7294,Spectrogram 1,1,3646.5,3647.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927062808_02368_1.wav,,,passerine
7294,7295,Spectrogram 1,1,3647.0,3647.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927073944_02526_1.wav,,thrush,passerine
7295,7296,Spectrogram 1,1,3647.5,3648.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927076391_03237_1.wav,,thrush,passerine
7296,7297,Spectrogram 1,1,3648.0,3648.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927078312_02368_1.wav,,thrush,passerine
7297,7298,Spectrogram 1,1,3648.5,3649.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927089952_02605_1.wav,swth,thrush,passerine
7298,7299,Spectrogram 1,1,3649.0,3649.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927106416_03000_1.wav,swth,thrush,passerine
7299,7300,Spectrogram 1,1,3649.5,3650.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927110712_03079_1.wav,,,passerine
7300,7301,Spectrogram 1,1,3650.0,3650.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927112896_02684_1.wav,swth,thrush,passerine
7301,7302,Spectrogram 1,1,3650.5,3651.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927120791_06868_1.wav,amre,warbler,passerine
7302,7303,Spectrogram 1,1,3651.0,3651.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927123672_02447_1.wav,swth,thrush,passerine
7303,7304,Spectrogram 1,1,3651.5,3652.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927125784_02210_1.wav,,,passerine
7304,7305,Spectrogram 1,1,3652.0,3652.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927130248_02605_1.wav,,,passerine
7305,7306,Spectrogram 1,1,3652.5,3653.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927133920_02921_1.wav,,,passerine
7306,7307,Spectrogram 1,1,3653.0,3653.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927137784_03000_1.wav,swth,thrush,passerine
7307,7308,Spectrogram 1,1,3653.5,3654.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927141888_02132_1.wav,swth,thrush,passerine
7308,7309,Spectrogram 1,1,3654.0,3654.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927143471_03947_1.wav,swth,thrush,passerine
7309,7310,Spectrogram 1,1,3654.5,3655.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927145704_03158_1.wav,swth,thrush,passerine
7310,7311,Spectrogram 1,1,3655.0,3655.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927156335_02447_1.wav,swth,thrush,passerine
7311,7312,Spectrogram 1,1,3655.5,3656.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927158280_02605_1.wav,swth,thrush,passerine
7312,7313,Spectrogram 1,1,3656.0,3656.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927161064_02842_1.wav,swth,thrush,passerine
7313,7314,Spectrogram 1,1,3656.5,3657.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927163176_03474_1.wav,,,passerine
7314,7315,Spectrogram 1,1,3657.0,3657.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927166416_03553_1.wav,,thrush,passerine
7315,7316,Spectrogram 1,1,3657.5,3658.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927170088_01974_1.wav,,thrush,passerine
7316,7317,Spectrogram 1,1,3658.0,3658.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927181295_02921_1.wav,gcth,thrush,passerine
7317,7318,Spectrogram 1,1,3658.5,3659.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927183144_03868_1.wav,gcth,thrush,passerine
7318,7319,Spectrogram 1,1,3659.0,3659.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927191376_02605_1.wav,,,passerine
7319,7320,Spectrogram 1,1,3659.5,3660.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927194184_02605_1.wav,swth,thrush,passerine
7320,7321,Spectrogram 1,1,3660.0,3660.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927199704_02290_1.wav,,,passerine
7321,7322,Spectrogram 1,1,3660.5,3661.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927208368_02605_1.wav,swth,thrush,passerine
7322,7323,Spectrogram 1,1,3661.0,3661.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927210816_02605_1.wav,swth,thrush,passerine
7323,7324,Spectrogram 1,1,3661.5,3662.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927212928_02684_1.wav,swth,thrush,passerine
7324,7325,Spectrogram 1,1,3662.0,3662.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927215280_03710_1.wav,gcth,thrush,passerine
7325,7326,Spectrogram 1,1,3662.5,3663.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927215712_06868_1.wav,gcth,thrush,passerine
7326,7327,Spectrogram 1,1,3663.0,3663.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927219048_03158_1.wav,,thrush,passerine
7327,7328,Spectrogram 1,1,3663.5,3664.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927221664_02684_1.wav,,thrush,passerine
7328,7329,Spectrogram 1,1,3664.0,3664.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927232176_06553_1.wav,,,passerine
7329,7330,Spectrogram 1,1,3664.5,3665.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927233760_02368_1.wav,,,passerine
7330,7331,Spectrogram 1,1,3665.0,3665.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927242352_02447_1.wav,swth,thrush,passerine
7331,7332,Spectrogram 1,1,3665.5,3666.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927246119_02605_1.wav,swth,thrush,passerine
7332,7333,Spectrogram 1,1,3666.0,3666.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927248736_02526_1.wav,swth,thrush,passerine
7333,7334,Spectrogram 1,1,3666.5,3667.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927261335_02842_1.wav,swth,thrush,passerine
7334,7335,Spectrogram 1,1,3667.0,3667.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927265824_03316_1.wav,,,passerine
7335,7336,Spectrogram 1,1,3667.5,3668.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927269304_02921_1.wav,swth,thrush,passerine
7336,7337,Spectrogram 1,1,3668.0,3668.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927272544_02605_1.wav,swth,thrush,passerine
7337,7338,Spectrogram 1,1,3668.5,3669.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927288840_04184_1.wav,,,passerine
7338,7339,Spectrogram 1,1,3669.0,3669.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927293760_06790_1.wav,,,passerine
7339,7340,Spectrogram 1,1,3669.5,3670.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927301464_02290_1.wav,,,passerine
7340,7341,Spectrogram 1,1,3670.0,3670.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927314232_03710_1.wav,,,passerine
7341,7342,Spectrogram 1,1,3670.5,3671.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927315720_06632_1.wav,,,passerine
7342,7343,Spectrogram 1,1,3671.0,3671.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927319584_02763_1.wav,,,passerine
7343,7344,Spectrogram 1,1,3671.5,3672.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927322200_02684_1.wav,,,passerine
7344,7345,Spectrogram 1,1,3672.0,3672.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927325368_02842_1.wav,,,passerine
7345,7346,Spectrogram 1,1,3672.5,3673.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927327552_02605_1.wav,,,passerine
7346,7347,Spectrogram 1,1,3673.0,3673.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927331848_02368_1.wav,,,passerine
7347,7348,Spectrogram 1,1,3673.5,3674.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927333935_02842_1.wav,,,passerine
7348,7349,Spectrogram 1,1,3674.0,3674.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927342096_02763_1.wav,swth,thrush,passerine
7349,7350,Spectrogram 1,1,3674.5,3675.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927347255_02842_1.wav,swth,thrush,passerine
7350,7351,Spectrogram 1,1,3675.0,3675.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927350664_02447_1.wav,swth,thrush,passerine
7351,7352,Spectrogram 1,1,3675.5,3676.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927354360_07105_1.wav,swth,thrush,passerine
7352,7353,Spectrogram 1,1,3676.0,3676.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927358464_03316_1.wav,,thrush,passerine
7353,7354,Spectrogram 1,1,3676.5,3677.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927359784_06474_1.wav,,thrush,passerine
7354,7355,Spectrogram 1,1,3677.0,3677.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927361104_02921_1.wav,,thrush,passerine
7355,7356,Spectrogram 1,1,3677.5,3678.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927364080_02526_1.wav,,thrush,passerine
7356,7357,Spectrogram 1,1,3678.0,3678.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927380016_02684_1.wav,,,passerine
7357,7358,Spectrogram 1,1,3678.5,3679.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927382632_02842_1.wav,,,passerine
7358,7359,Spectrogram 1,1,3679.0,3679.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927387816_02921_1.wav,,thrush,passerine
7359,7360,Spectrogram 1,1,3679.5,3680.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927396552_02684_1.wav,swth,thrush,passerine
7360,7361,Spectrogram 1,1,3680.0,3680.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927398232_02447_1.wav,,,passerine
7361,7362,Spectrogram 1,1,3680.5,3681.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927406992_02842_1.wav,swth,thrush,passerine
7362,7363,Spectrogram 1,1,3681.0,3681.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927410304_02605_1.wav,,thrush,passerine
7363,7364,Spectrogram 1,1,3681.5,3682.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927412320_03079_1.wav,gcth,thrush,passerine
7364,7365,Spectrogram 1,1,3682.0,3682.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927418896_02526_1.wav,swth,thrush,passerine
7365,7366,Spectrogram 1,1,3682.5,3683.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927419952_02447_1.wav,swth,thrush,passerine
7366,7367,Spectrogram 1,1,3683.0,3683.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927427224_02605_1.wav,,thrush,passerine
7367,7368,Spectrogram 1,1,3683.5,3684.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927429576_02605_1.wav,,thrush,passerine
7368,7369,Spectrogram 1,1,3684.0,3684.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927435720_02684_1.wav,swth,thrush,passerine
7369,7370,Spectrogram 1,1,3684.5,3685.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927438431_02684_1.wav,swth,thrush,passerine
7370,7371,Spectrogram 1,1,3685.0,3685.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927439992_03000_1.wav,swth,thrush,passerine
7371,7372,Spectrogram 1,1,3685.5,3686.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927441935_02605_1.wav,woth,thrush,passerine
7372,7373,Spectrogram 1,1,3686.0,3686.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927451560_02605_1.wav,swth,thrush,passerine
7373,7374,Spectrogram 1,1,3686.5,3687.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927452784_02447_1.wav,swth,thrush,passerine
7374,7375,Spectrogram 1,1,3687.0,3687.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927460416_02605_1.wav,swth,thrush,passerine
7375,7376,Spectrogram 1,1,3687.5,3688.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927466104_02921_1.wav,,,passerine
7376,7377,Spectrogram 1,1,3688.0,3688.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927477576_03474_1.wav,swth,thrush,passerine
7377,7378,Spectrogram 1,1,3688.5,3689.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927482111_02526_1.wav,,thrush,passerine
7378,7379,Spectrogram 1,1,3689.0,3689.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927488520_02684_1.wav,,,passerine
7379,7380,Spectrogram 1,1,3689.5,3690.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927492192_02684_1.wav,swth,thrush,passerine
7380,7381,Spectrogram 1,1,3690.0,3690.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927508295_02921_1.wav,swth,thrush,passerine
7381,7382,Spectrogram 1,1,3690.5,3691.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927514176_02684_1.wav,swth,thrush,passerine
7382,7383,Spectrogram 1,1,3691.0,3691.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927517584_02684_1.wav,,,passerine
7383,7384,Spectrogram 1,1,3691.5,3692.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927521615_03158_1.wav,,thrush,passerine
7384,7385,Spectrogram 1,1,3692.0,3692.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927528360_02763_1.wav,swth,thrush,passerine
7385,7386,Spectrogram 1,1,3692.5,3693.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927531264_02763_1.wav,swth,thrush,passerine
7386,7387,Spectrogram 1,1,3693.0,3693.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927543240_02921_1.wav,,,passerine
7387,7388,Spectrogram 1,1,3693.5,3694.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927545520_03632_1.wav,,,passerine
7388,7389,Spectrogram 1,1,3694.0,3694.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927548328_02526_1.wav,,,passerine
7389,7390,Spectrogram 1,1,3694.5,3695.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927549720_03553_1.wav,,,passerine
7390,7391,Spectrogram 1,1,3695.0,3695.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927555168_03947_1.wav,,,passerine
7391,7392,Spectrogram 1,1,3695.5,3696.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927557712_02605_1.wav,,,passerine
7392,7393,Spectrogram 1,1,3696.0,3696.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927561816_02842_1.wav,swth,thrush,passerine
7393,7394,Spectrogram 1,1,3696.5,3697.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927564624_07342_1.wav,,sparrow,passerine
7394,7395,Spectrogram 1,1,3697.0,3697.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927567504_02842_1.wav,swth,thrush,passerine
7395,7396,Spectrogram 1,1,3697.5,3698.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927579864_02842_1.wav,swth,thrush,passerine
7396,7397,Spectrogram 1,1,3698.0,3698.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927594216_06868_1.wav,,,passerine
7397,7398,Spectrogram 1,1,3698.5,3699.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927598248_03079_1.wav,swth,thrush,passerine
7398,7399,Spectrogram 1,1,3699.0,3699.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927602016_02684_1.wav,swth,thrush,passerine
7399,7400,Spectrogram 1,1,3699.5,3700.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927603144_03395_1.wav,swth,thrush,passerine
7400,7401,Spectrogram 1,1,3700.0,3700.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927604368_02684_1.wav,,thrush,passerine
7401,7402,Spectrogram 1,1,3700.5,3701.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927608664_03395_1.wav,,thrush,passerine
7402,7403,Spectrogram 1,1,3701.0,3701.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927614880_02684_1.wav,,thrush,passerine
7403,7404,Spectrogram 1,1,3701.5,3702.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927624000_02842_1.wav,,thrush,passerine
7404,7405,Spectrogram 1,1,3702.0,3702.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927640104_02447_1.wav,,thrush,passerine
7405,7406,Spectrogram 1,1,3702.5,3703.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927644568_02684_1.wav,,thrush,passerine
7406,7407,Spectrogram 1,1,3703.0,3703.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927649488_03237_1.wav,,thrush,passerine
7407,7408,Spectrogram 1,1,3703.5,3704.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927655776_07026_1.wav,,,passerine
7408,7409,Spectrogram 1,1,3704.0,3704.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927657360_02290_1.wav,,,passerine
7409,7410,Spectrogram 1,1,3704.5,3705.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927665064_02763_1.wav,,,passerine
7410,7411,Spectrogram 1,1,3705.0,3705.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927666552_07500_1.wav,,,passerine
7411,7412,Spectrogram 1,1,3705.5,3706.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927672431_02921_1.wav,,,passerine
7412,7413,Spectrogram 1,1,3706.0,3706.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927673295_02053_1.wav,,,passerine
7413,7414,Spectrogram 1,1,3706.5,3707.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927680304_03158_1.wav,woth,thrush,passerine
7414,7415,Spectrogram 1,1,3707.0,3707.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927683544_07105_1.wav,chsp,sparrow,passerine
7415,7416,Spectrogram 1,1,3707.5,3708.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927700104_02763_1.wav,swth,thrush,passerine
7416,7417,Spectrogram 1,1,3708.0,3708.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927721200_03316_1.wav,,thrush,passerine
7417,7418,Spectrogram 1,1,3708.5,3709.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927722255_02447_1.wav,,thrush,passerine
7418,7419,Spectrogram 1,1,3709.0,3709.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927728904_02605_1.wav,swth,thrush,passerine
7419,7420,Spectrogram 1,1,3709.5,3710.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927729335_06790_1.wav,swth,thrush,passerine
7420,7421,Spectrogram 1,1,3710.0,3710.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927731352_02605_1.wav,swth,thrush,passerine
7421,7422,Spectrogram 1,1,3710.5,3711.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927738624_02842_1.wav,,thrush,passerine
7422,7423,Spectrogram 1,1,3711.0,3711.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927742920_03790_1.wav,gcth,thrush,passerine
7423,7424,Spectrogram 1,1,3711.5,3712.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927754920_06868_1.wav,,warbler,passerine
7424,7425,Spectrogram 1,1,3712.0,3712.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927763151_02605_1.wav,swth,thrush,passerine
7425,7426,Spectrogram 1,1,3712.5,3713.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927774192_02763_1.wav,swth,thrush,passerine
7426,7427,Spectrogram 1,1,3713.0,3713.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927785736_02763_1.wav,swth,thrush,passerine
7427,7428,Spectrogram 1,1,3713.5,3714.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927789071_03000_1.wav,swth,thrush,passerine
7428,7429,Spectrogram 1,1,3714.0,3714.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927799056_03395_1.wav,gcth,thrush,passerine
7429,7430,Spectrogram 1,1,3714.5,3715.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927812640_07263_1.wav,chsp,sparrow,passerine
7430,7431,Spectrogram 1,1,3715.0,3715.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927819552_03079_1.wav,,,passerine
7431,7432,Spectrogram 1,1,3715.5,3716.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927822000_03237_1.wav,,,passerine
7432,7433,Spectrogram 1,1,3716.0,3716.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927831720_03000_1.wav,,,passerine
7433,7434,Spectrogram 1,1,3716.5,3717.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927839856_03237_1.wav,,,passerine
7434,7435,Spectrogram 1,1,3717.0,3717.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927840912_02842_1.wav,,thrush,passerine
7435,7436,Spectrogram 1,1,3717.5,3718.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927845640_02921_1.wav,,thrush,passerine
7436,7437,Spectrogram 1,1,3718.0,3718.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927848712_02526_1.wav,swth,thrush,passerine
7437,7438,Spectrogram 1,1,3718.5,3719.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927852648_02290_1.wav,swth,thrush,passerine
7438,7439,Spectrogram 1,1,3719.0,3719.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927856776_03553_1.wav,gcth,thrush,passerine
7439,7440,Spectrogram 1,1,3719.5,3720.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927873504_02684_1.wav,,,passerine
7440,7441,Spectrogram 1,1,3720.0,3720.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927875424_02368_1.wav,,thrush,passerine
7441,7442,Spectrogram 1,1,3720.5,3721.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927882528_03079_1.wav,,,passerine
7442,7443,Spectrogram 1,1,3721.0,3721.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927885144_06947_1.wav,,,passerine
7443,7444,Spectrogram 1,1,3721.5,3722.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927888119_02447_1.wav,swth,thrush,passerine
7444,7445,Spectrogram 1,1,3722.0,3722.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927891791_02842_1.wav,swth,thrush,passerine
7445,7446,Spectrogram 1,1,3722.5,3723.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_927899064_02368_1.wav,,sparrow,passerine
